Date,Value
7/5/2018 16:00:00,99.5
7/6/2018 16:00:00,99.89
7/9/2018 16:00:00,101.65
7/10/2018 16:00:00,102.0
7/11/2018 16:00:00,101.15
7/12/2018 16:00:00,102.77
7/13/2018 16:00:00,104.37
7/16/2018 16:00:00,105.4
7/17/2018 16:00:00,104.61
7/18/2018 16:00:00,105.94
7/19/2018 16:00:00,104.93
7/20/2018 16:00:00,108.08
7/23/2018 16:00:00,106.3
7/24/2018 16:00:00,108.57
7/25/2018 16:00:00,107.96
7/26/2018 16:00:00,110.74
7/27/2018 16:00:00,110.18
7/30/2018 16:00:00,107.19
7/31/2018 16:00:00,106.49
8/1/2018 16:00:00,106.03
8/2/2018 16:00:00,105.4
8/3/2018 16:00:00,107.8
8/6/2018 16:00:00,108.12
8/7/2018 16:00:00,108.56
8/8/2018 16:00:00,109.33
8/9/2018 16:00:00,109.71
8/10/2018 16:00:00,109.42
8/13/2018 16:00:00,109.24
8/14/2018 16:00:00,108.56
8/15/2018 16:00:00,108.49
8/16/2018 16:00:00,108.3
8/17/2018 16:00:00,107.36
8/20/2018 16:00:00,107.51
8/21/2018 16:00:00,106.92
8/22/2018 16:00:00,105.85
8/23/2018 16:00:00,107.15
8/24/2018 16:00:00,107.67
8/27/2018 16:00:00,109.27
8/28/2018 16:00:00,109.94
8/29/2018 16:00:00,110.45
8/30/2018 16:00:00,111.67
8/31/2018 16:00:00,111.69
9/4/2018 16:00:00,110.85
9/5/2018 16:00:00,111.01
9/6/2018 16:00:00,108.25
9/7/2018 16:00:00,108.23
9/10/2018 16:00:00,108.84
9/11/2018 16:00:00,108.9
9/12/2018 16:00:00,111.43
9/13/2018 16:00:00,112.12
9/14/2018 16:00:00,113.36
9/17/2018 16:00:00,113.69
9/18/2018 16:00:00,112.19
9/19/2018 16:00:00,113.05
9/20/2018 16:00:00,112.28
9/21/2018 16:00:00,114.0
9/24/2018 16:00:00,113.03
9/25/2018 16:00:00,114.8
9/26/2018 16:00:00,114.47
9/27/2018 16:00:00,114.78
9/28/2018 16:00:00,114.19
10/1/2018 16:00:00,114.75
10/2/2018 16:00:00,115.3
10/3/2018 16:00:00,115.42
10/4/2018 16:00:00,114.61
10/5/2018 16:00:00,112.63
10/8/2018 16:00:00,111.66
10/9/2018 16:00:00,111.14
10/10/2018 16:00:00,111.24
10/11/2018 16:00:00,105.35
10/12/2018 16:00:00,109.01
10/15/2018 16:00:00,108.91
10/16/2018 16:00:00,109.54
10/17/2018 16:00:00,111.68
10/18/2018 16:00:00,110.1
10/19/2018 16:00:00,108.93
10/22/2018 16:00:00,109.32
10/23/2018 16:00:00,107.77
10/24/2018 16:00:00,108.41
10/25/2018 16:00:00,106.55
10/26/2018 16:00:00,105.69
10/29/2018 16:00:00,108.11
10/30/2018 16:00:00,103.66
10/31/2018 16:00:00,105.44
11/1/2018 16:00:00,107.05
11/2/2018 16:00:00,106.48
11/5/2018 16:00:00,106.37
11/6/2018 16:00:00,107.38
11/7/2018 16:00:00,109.44
11/8/2018 16:00:00,111.8
11/9/2018 16:00:00,110.85
11/12/2018 16:00:00,109.42
11/13/2018 16:00:00,107.55
11/14/2018 16:00:00,108.1
11/15/2018 16:00:00,104.99
11/16/2018 16:00:00,107.08
11/19/2018 16:00:00,108.27
11/20/2018 16:00:00,101.8
11/21/2018 16:00:00,103.6
11/23/2018 13:00:00,102.17
11/26/2018 16:00:00,104.79
11/27/2018 16:00:00,106.27
11/28/2018 16:00:00,107.89
11/29/2018 16:00:00,110.33
11/30/2018 16:00:00,110.7
12/3/2018 16:00:00,113.0
12/4/2018 16:00:00,111.94
12/6/2018 16:00:00,105.82
12/7/2018 16:00:00,108.38
12/10/2018 16:00:00,104.8
12/11/2018 16:00:00,109.8
12/12/2018 16:00:00,110.89
12/13/2018 16:00:00,109.58
12/14/2018 16:00:00,108.25
12/17/2018 16:00:00,105.41
12/18/2018 16:00:00,103.75
12/19/2018 16:00:00,103.65
12/20/2018 16:00:00,103.05
12/21/2018 16:00:00,101.63
12/24/2018 13:00:00,97.68
12/26/2018 16:00:00,95.14
12/27/2018 16:00:00,99.3
12/28/2018 16:00:00,102.09
12/31/2018 16:00:00,101.29
1/2/2019 16:00:00,99.55
1/3/2019 16:00:00,100.1
1/4/2019 16:00:00,99.72
1/7/2019 16:00:00,101.64
1/8/2019 16:00:00,103.04
1/9/2019 16:00:00,103.86
1/10/2019 16:00:00,103.22
1/11/2019 16:00:00,103.19
1/14/2019 16:00:00,101.9
1/15/2019 16:00:00,102.51
1/16/2019 16:00:00,105.26
1/17/2019 16:00:00,105.0
1/18/2019 16:00:00,107.46
1/22/2019 16:00:00,106.75
1/23/2019 16:00:00,106.12
1/24/2019 16:00:00,106.86
1/25/2019 16:00:00,107.24
1/28/2019 16:00:00,106.26
1/29/2019 16:00:00,104.88
1/30/2019 16:00:00,104.62
1/31/2019 16:00:00,103.8
2/1/2019 16:00:00,103.78
2/4/2019 16:00:00,102.87
2/5/2019 16:00:00,106.06
2/6/2019 16:00:00,107.0
2/7/2019 16:00:00,105.19
2/8/2019 16:00:00,104.39
2/11/2019 16:00:00,106.2
2/12/2019 16:00:00,106.14
2/13/2019 16:00:00,107.5
2/14/2019 16:00:00,106.31
2/15/2019 16:00:00,107.91
2/19/2019 16:00:00,107.79
2/20/2019 16:00:00,107.86
2/21/2019 16:00:00,106.9
2/22/2019 16:00:00,110.05
2/25/2019 16:00:00,111.76
2/26/2019 16:00:00,111.26
2/27/2019 16:00:00,111.69
2/28/2019 16:00:00,112.04
3/1/2019 16:00:00,112.89
3/4/2019 16:00:00,113.02
3/5/2019 16:00:00,112.25
3/6/2019 16:00:00,111.87
3/7/2019 16:00:00,111.4
3/8/2019 16:00:00,109.16
3/11/2019 16:00:00,110.99
3/12/2019 16:00:00,112.82
3/13/2019 16:00:00,114.13
3/14/2019 16:00:00,114.54
3/15/2019 16:00:00,115.34
3/18/2019 16:00:00,116.17
3/19/2019 16:00:00,118.09
3/20/2019 16:00:00,117.39
3/21/2019 16:00:00,117.14
3/22/2019 16:00:00,119.5
3/25/2019 16:00:00,116.56
3/26/2019 16:00:00,118.62
3/27/2019 16:00:00,117.88
3/28/2019 16:00:00,117.44
3/29/2019 16:00:00,118.07
4/1/2019 16:00:00,118.95
4/2/2019 16:00:00,119.06
4/3/2019 16:00:00,119.86
4/4/2019 16:00:00,120.1
4/5/2019 16:00:00,119.39
4/8/2019 16:00:00,119.81
4/9/2019 16:00:00,118.63
4/10/2019 16:00:00,119.76
4/11/2019 16:00:00,120.54
4/12/2019 16:00:00,120.64
4/15/2019 16:00:00,120.94
4/16/2019 16:00:00,121.64
4/17/2019 16:00:00,121.24
4/18/2019 16:00:00,122.19
4/22/2019 16:00:00,122.62
4/23/2019 16:00:00,124.1
4/24/2019 16:00:00,125.79
4/25/2019 16:00:00,130.06
4/26/2019 16:00:00,129.7
4/29/2019 16:00:00,129.9
4/30/2019 16:00:00,129.81
5/1/2019 16:00:00,130.53
5/2/2019 16:00:00,127.98
5/3/2019 16:00:00,127.36
5/6/2019 16:00:00,126.39
5/7/2019 16:00:00,126.46
5/8/2019 16:00:00,125.44
5/9/2019 16:00:00,124.29
5/10/2019 16:00:00,124.91
5/13/2019 16:00:00,124.11
5/14/2019 16:00:00,123.87
5/15/2019 16:00:00,124.26
5/16/2019 16:00:00,126.75
5/17/2019 16:00:00,128.31
5/20/2019 16:00:00,126.52
5/21/2019 16:00:00,127.43
5/22/2019 16:00:00,126.62
5/23/2019 16:00:00,126.2
5/24/2019 16:00:00,126.91
5/28/2019 16:00:00,126.98
5/29/2019 16:00:00,125.38
5/30/2019 16:00:00,125.26
5/31/2019 16:00:00,124.23
6/3/2019 16:00:00,123.85
6/4/2019 16:00:00,121.28
6/5/2019 16:00:00,124.95
6/6/2019 16:00:00,126.44
6/7/2019 16:00:00,129.19
6/10/2019 16:00:00,132.4
6/11/2019 16:00:00,133.88
6/12/2019 16:00:00,131.4
6/13/2019 16:00:00,131.98
6/14/2019 16:00:00,132.26
6/17/2019 16:00:00,132.63
6/18/2019 16:00:00,134.19
6/19/2019 16:00:00,135.0
6/20/2019 16:00:00,137.45
6/21/2019 16:00:00,136.58
6/24/2019 16:00:00,137.0
6/25/2019 16:00:00,137.25
6/26/2019 16:00:00,134.35
6/27/2019 16:00:00,134.14
6/28/2019 16:00:00,134.57
7/1/2019 16:00:00,136.63
7/2/2019 16:00:00,136.12
7/3/2019 13:00:00,136.8
7/5/2019 16:00:00,135.94
7/8/2019 16:00:00,136.4
7/9/2019 16:00:00,136.0
7/10/2019 16:00:00,137.13
7/11/2019 16:00:00,138.2
7/12/2019 16:00:00,138.85
7/15/2019 16:00:00,139.44
7/16/2019 16:00:00,138.96
7/17/2019 16:00:00,137.7
7/18/2019 16:00:00,135.55
7/19/2019 16:00:00,140.22
7/22/2019 16:00:00,137.41
7/23/2019 16:00:00,139.76
7/24/2019 16:00:00,138.9
7/25/2019 16:00:00,140.43
7/26/2019 16:00:00,140.37
7/29/2019 16:00:00,141.5
7/30/2019 16:00:00,140.14
7/31/2019 16:00:00,140.33
8/1/2019 16:00:00,137.0
8/2/2019 16:00:00,138.09
8/5/2019 16:00:00,133.3
8/6/2019 16:00:00,133.8
8/7/2019 16:00:00,133.79
8/8/2019 16:00:00,136.6
8/9/2019 16:00:00,138.61
8/12/2019 16:00:00,137.07
8/13/2019 16:00:00,136.05
8/14/2019 16:00:00,136.36
8/15/2019 16:00:00,134.39
8/16/2019 16:00:00,134.88
8/19/2019 16:00:00,137.85
8/20/2019 16:00:00,138.21
8/21/2019 16:00:00,138.55
8/22/2019 16:00:00,138.66
8/23/2019 16:00:00,137.19
8/26/2019 16:00:00,134.99
8/27/2019 16:00:00,136.39
8/28/2019 16:00:00,134.88
8/29/2019 16:00:00,137.25
8/30/2019 16:00:00,139.15
9/3/2019 16:00:00,136.61
9/4/2019 16:00:00,137.3
9/5/2019 16:00:00,139.11
9/6/2019 16:00:00,140.03
9/9/2019 16:00:00,139.59
9/10/2019 16:00:00,136.8
9/11/2019 16:00:00,135.91
9/12/2019 16:00:00,137.85
9/13/2019 16:00:00,137.78
9/16/2019 16:00:00,135.83
9/17/2019 16:00:00,136.96
9/18/2019 16:00:00,137.36
9/19/2019 16:00:00,140.3
9/20/2019 16:00:00,141.01
9/23/2019 16:00:00,139.23
9/24/2019 16:00:00,140.36
9/25/2019 16:00:00,137.5
9/26/2019 16:00:00,139.44
9/27/2019 16:00:00,140.15
9/30/2019 16:00:00,138.05
10/1/2019 16:00:00,139.66
10/2/2019 16:00:00,136.25
10/3/2019 16:00:00,134.95
10/4/2019 16:00:00,136.75
10/7/2019 16:00:00,137.14
10/8/2019 16:00:00,137.08
10/9/2019 16:00:00,137.46
10/10/2019 16:00:00,138.49
10/11/2019 16:00:00,140.12
10/14/2019 16:00:00,139.69
10/15/2019 16:00:00,140.06
10/16/2019 16:00:00,140.79
10/17/2019 16:00:00,140.95
10/18/2019 16:00:00,139.76
10/21/2019 16:00:00,138.45
10/22/2019 16:00:00,138.97
10/23/2019 16:00:00,136.88
10/24/2019 16:00:00,139.39
10/25/2019 16:00:00,139.34
10/28/2019 16:00:00,144.4
10/29/2019 16:00:00,144.08
10/30/2019 16:00:00,143.52
10/31/2019 16:00:00,144.9
11/1/2019 16:00:00,144.26
11/4/2019 16:00:00,144.83
11/5/2019 16:00:00,144.97
11/6/2019 16:00:00,144.37
11/7/2019 16:00:00,143.84
11/8/2019 16:00:00,143.98
11/11/2019 16:00:00,145.34
11/12/2019 16:00:00,146.28
11/13/2019 16:00:00,146.74
11/14/2019 16:00:00,147.02
11/15/2019 16:00:00,148.93
11/18/2019 16:00:00,150.07
11/19/2019 16:00:00,150.88
11/20/2019 16:00:00,150.31
11/21/2019 16:00:00,149.4
11/22/2019 16:00:00,150.07
11/25/2019 16:00:00,150.0
11/26/2019 16:00:00,151.36
11/27/2019 16:00:00,152.33
11/29/2019 13:00:00,152.1
12/2/2019 16:00:00,151.81
12/3/2019 16:00:00,147.49
12/4/2019 16:00:00,150.14
12/5/2019 16:00:00,150.05
12/6/2019 16:00:00,150.99
12/9/2019 16:00:00,150.99
12/10/2019 16:00:00,151.29
12/11/2019 16:00:00,151.54
12/12/2019 16:00:00,151.65
12/13/2019 16:00:00,153.0
12/16/2019 16:00:00,155.11
12/17/2019 16:00:00,155.45
12/18/2019 16:00:00,154.3
12/19/2019 16:00:00,154.0
12/20/2019 16:00:00,157.35
12/23/2019 16:00:00,158.12
12/24/2019 13:00:00,157.48
12/26/2019 16:00:00,157.56
12/27/2019 16:00:00,159.45
12/30/2019 16:00:00,158.99
12/31/2019 16:00:00,156.77
1/2/2020 16:00:00,158.78
1/3/2020 16:00:00,158.32
1/6/2020 16:00:00,157.08
1/7/2020 16:00:00,159.32
1/8/2020 16:00:00,158.93
1/9/2020 16:00:00,161.84
1/10/2020 16:00:00,162.82
1/13/2020 16:00:00,161.76
1/14/2020 16:00:00,163.39
1/15/2020 16:00:00,162.62
1/16/2020 16:00:00,164.35
1/17/2020 16:00:00,167.42
1/21/2020 16:00:00,166.68
1/22/2020 16:00:00,167.4
1/23/2020 16:00:00,166.19
1/24/2020 16:00:00,167.51
1/27/2020 16:00:00,161.15
1/28/2020 16:00:00,163.78
1/29/2020 16:00:00,167.84
1/30/2020 16:00:00,174.05
1/31/2020 16:00:00,172.21
2/3/2020 16:00:00,170.43
2/4/2020 16:00:00,177.14
2/5/2020 16:00:00,184.03
2/6/2020 16:00:00,180.97
2/7/2020 16:00:00,182.85
2/10/2020 16:00:00,183.58
2/11/2020 16:00:00,190.65
2/12/2020 16:00:00,185.58
2/13/2020 16:00:00,183.08
2/14/2020 16:00:00,183.25
2/18/2020 16:00:00,185.61
2/19/2020 16:00:00,188.06
2/20/2020 16:00:00,186.95
2/21/2020 16:00:00,183.17
2/24/2020 16:00:00,167.77
2/25/2020 16:00:00,174.2
2/26/2020 16:00:00,169.71
2/27/2020 16:00:00,163.32
2/28/2020 16:00:00,152.41
3/2/2020 16:00:00,165.31
3/3/2020 16:00:00,173.8
3/4/2020 16:00:00,168.49
3/5/2020 16:00:00,166.05
3/6/2020 16:00:00,162.61
3/9/2020 16:00:00,151.0
3/10/2020 16:00:00,158.16
3/11/2020 16:00:00,157.13
3/12/2020 16:00:00,145.3
3/13/2020 16:00:00,147.5
3/16/2020 16:00:00,140.0
3/17/2020 16:00:00,140.0
3/18/2020 16:00:00,138.0
3/19/2020 16:00:00,142.77
3/20/2020 16:00:00,146.0
3/23/2020 16:00:00,137.01
3/24/2020 16:00:00,143.75
3/25/2020 16:00:00,148.91
3/26/2020 16:00:00,148.4
3/27/2020 16:00:00,151.75
3/30/2020 16:00:00,152.44
3/31/2020 16:00:00,159.4
4/1/2020 16:00:00,153.0
4/2/2020 16:00:00,151.86
4/3/2020 16:00:00,155.1
4/6/2020 16:00:00,160.32
4/7/2020 16:00:00,169.59
4/8/2020 16:00:00,165.67
4/9/2020 16:00:00,166.36
4/13/2020 16:00:00,164.35
4/14/2020 16:00:00,169.0
4/15/2020 16:00:00,171.2
4/16/2020 16:00:00,174.3
4/17/2020 16:00:00,179.5
4/20/2020 16:00:00,176.63
4/21/2020 16:00:00,173.5
4/22/2020 16:00:00,171.39
4/23/2020 16:00:00,174.11
4/24/2020 16:00:00,172.06
4/27/2020 16:00:00,176.59
4/28/2020 16:00:00,175.59
4/29/2020 16:00:00,173.22
4/30/2020 16:00:00,180.0
5/1/2020 16:00:00,175.8
5/4/2020 16:00:00,174.49
5/5/2020 16:00:00,180.62
5/6/2020 16:00:00,182.08
5/7/2020 16:00:00,184.17
5/8/2020 16:00:00,184.98
5/11/2020 16:00:00,183.15
5/12/2020 16:00:00,186.8
5/13/2020 16:00:00,182.55
5/14/2020 16:00:00,177.54
5/15/2020 16:00:00,179.06
5/18/2020 16:00:00,185.75
5/19/2020 16:00:00,185.03
5/20/2020 16:00:00,184.81
5/21/2020 16:00:00,185.4
5/22/2020 16:00:00,183.19
5/26/2020 16:00:00,186.34
5/27/2020 16:00:00,180.2
5/28/2020 16:00:00,180.74
5/29/2020 16:00:00,182.73
6/1/2020 16:00:00,182.54
6/2/2020 16:00:00,184.25
6/3/2020 16:00:00,184.82
6/4/2020 16:00:00,184.3
6/5/2020 16:00:00,182.62
6/8/2020 16:00:00,185.94
6/9/2020 16:00:00,188.0
6/10/2020 16:00:00,191.13
6/11/2020 16:00:00,193.13
6/12/2020 16:00:00,190.54
6/15/2020 16:00:00,184.58
6/16/2020 16:00:00,192.89
6/17/2020 16:00:00,195.03
6/18/2020 16:00:00,194.0
6/19/2020 16:00:00,198.59
6/22/2020 16:00:00,195.79
6/23/2020 16:00:00,202.09
6/24/2020 16:00:00,201.6
6/25/2020 16:00:00,197.8
6/26/2020 16:00:00,199.73
6/29/2020 16:00:00,195.78
6/30/2020 16:00:00,197.88
7/1/2020 16:00:00,203.14
7/2/2020 16:00:00,205.68
7/6/2020 16:00:00,208.83
7/7/2020 16:00:00,210.45
7/8/2020 16:00:00,210.07
7/9/2020 16:00:00,216.33
7/10/2020 16:00:00,213.62
7/13/2020 16:00:00,214.48
7/14/2020 16:00:00,206.13
7/15/2020 16:00:00,209.56
7/16/2020 16:00:00,205.4
7/17/2020 16:00:00,204.47
7/20/2020 16:00:00,205.0
7/21/2020 16:00:00,213.66
7/22/2020 16:00:00,209.2
7/23/2020 16:00:00,207.19
7/24/2020 16:00:00,200.42
7/27/2020 16:00:00,201.47
7/28/2020 16:00:00,203.61
7/29/2020 16:00:00,202.5
7/30/2020 16:00:00,201.0
7/31/2020 16:00:00,204.4
8/3/2020 16:00:00,211.52
8/4/2020 16:00:00,214.17
8/5/2020 16:00:00,214.9
8/6/2020 16:00:00,212.34
8/7/2020 16:00:00,214.85
8/10/2020 16:00:00,211.67
8/11/2020 16:00:00,207.16
8/12/2020 16:00:00,205.29
8/13/2020 16:00:00,209.44
8/14/2020 16:00:00,208.76
8/17/2020 16:00:00,209.6
8/18/2020 16:00:00,210.53
8/19/2020 16:00:00,211.49
8/20/2020 16:00:00,209.54
8/21/2020 16:00:00,213.86
8/24/2020 16:00:00,214.79
8/25/2020 16:00:00,213.1
8/26/2020 16:00:00,217.88
8/27/2020 16:00:00,222.89
8/28/2020 16:00:00,228.18
8/31/2020 16:00:00,227.0
9/1/2020 16:00:00,225.51
9/2/2020 16:00:00,227.97
9/3/2020 16:00:00,229.27
9/4/2020 16:00:00,215.1
9/8/2020 16:00:00,206.5
9/9/2020 16:00:00,207.6
9/10/2020 16:00:00,213.4
9/11/2020 16:00:00,207.2
9/14/2020 16:00:00,204.24
9/15/2020 16:00:00,208.42
9/16/2020 16:00:00,210.62
9/17/2020 16:00:00,200.05
9/18/2020 16:00:00,202.8
9/21/2020 16:00:00,197.19
9/22/2020 16:00:00,205.06
9/23/2020 16:00:00,207.9
9/24/2020 16:00:00,199.85
9/25/2020 16:00:00,203.55
9/28/2020 16:00:00,210.88
9/29/2020 16:00:00,209.35
9/30/2020 16:00:00,207.73
10/1/2020 16:00:00,213.49
10/2/2020 16:00:00,208.0
10/5/2020 16:00:00,207.22
10/6/2020 16:00:00,208.82
10/7/2020 16:00:00,207.06
10/8/2020 16:00:00,210.51
10/9/2020 16:00:00,211.23
10/12/2020 16:00:00,218.79
10/13/2020 16:00:00,222.72
10/14/2020 16:00:00,223.0
10/15/2020 16:00:00,217.1
10/16/2020 16:00:00,220.15
10/19/2020 16:00:00,220.42
10/20/2020 16:00:00,215.8
10/21/2020 16:00:00,213.12
10/22/2020 16:00:00,213.93
10/23/2020 16:00:00,215.03
10/26/2020 16:00:00,213.85
10/27/2020 16:00:00,211.59
10/28/2020 16:00:00,207.67
10/29/2020 16:00:00,204.07
10/30/2020 16:00:00,203.5
11/2/2020 16:00:00,204.29
11/3/2020 16:00:00,203.89
11/4/2020 16:00:00,214.02
11/5/2020 16:00:00,222.04
11/6/2020 16:00:00,222.26
11/9/2020 16:00:00,224.44
11/10/2020 16:00:00,214.5
11/11/2020 16:00:00,212.39
11/12/2020 16:00:00,217.21
11/13/2020 16:00:00,216.36
11/16/2020 16:00:00,214.87
11/17/2020 16:00:00,216.1
11/18/2020 16:00:00,213.65
11/19/2020 16:00:00,211.38
11/20/2020 16:00:00,212.2
11/23/2020 16:00:00,210.95
11/24/2020 16:00:00,209.59
11/25/2020 16:00:00,215.11
11/27/2020 13:00:00,214.85
11/30/2020 16:00:00,214.1
12/1/2020 16:00:00,214.51
12/2/2020 16:00:00,214.88
12/3/2020 16:00:00,214.61
12/4/2020 16:00:00,214.22
12/7/2020 16:00:00,214.37
12/8/2020 16:00:00,213.97
12/9/2020 16:00:00,215.16
12/10/2020 16:00:00,211.77
12/11/2020 16:00:00,210.05
12/14/2020 16:00:00,213.1
12/15/2020 16:00:00,215.17
12/16/2020 16:00:00,214.75
12/17/2020 16:00:00,219.87
12/18/2020 16:00:00,218.59
12/21/2020 16:00:00,217.55
12/22/2020 16:00:00,222.69
12/23/2020 16:00:00,223.11
12/24/2020 13:00:00,221.42
12/28/2020 16:00:00,224.45
12/29/2020 16:00:00,226.31
12/30/2020 16:00:00,225.23
12/31/2020 16:00:00,221.7
1/4/2021 16:00:00,222.53
1/5/2021 16:00:00,217.26
1/6/2021 16:00:00,212.17
1/7/2021 16:00:00,214.04
1/8/2021 16:00:00,218.68
1/11/2021 16:00:00,218.47
1/12/2021 16:00:00,216.5
1/13/2021 16:00:00,214.02
1/14/2021 16:00:00,215.91
1/15/2021 16:00:00,213.52
1/19/2021 16:00:00,213.75
1/20/2021 16:00:00,217.7
1/21/2021 16:00:00,224.7
1/22/2021 16:00:00,227.08
1/25/2021 16:00:00,229.12
1/26/2021 16:00:00,231.86
1/27/2021 16:00:00,238.0
1/28/2021 16:00:00,235.61
1/29/2021 16:00:00,235.99
2/1/2021 16:00:00,235.06
2/2/2021 16:00:00,241.3
2/3/2021 16:00:00,239.57
2/4/2021 16:00:00,242.66
2/5/2021 16:00:00,242.23
2/8/2021 16:00:00,243.15
2/9/2021 16:00:00,241.87
2/10/2021 16:00:00,245.0
2/11/2021 16:00:00,244.78
2/12/2021 16:00:00,243.93
2/16/2021 16:00:00,245.03
2/17/2021 16:00:00,241.32
2/18/2021 16:00:00,241.8
2/19/2021 16:00:00,243.75
2/22/2021 16:00:00,237.42
2/23/2021 16:00:00,230.33
2/24/2021 16:00:00,230.01
2/25/2021 16:00:00,232.08
2/26/2021 16:00:00,231.53
3/1/2021 16:00:00,235.9
3/2/2021 16:00:00,237.01
3/3/2021 16:00:00,232.16
3/4/2021 16:00:00,226.74
3/5/2021 16:00:00,229.52
3/8/2021 16:00:00,231.37
3/9/2021 16:00:00,232.88
3/10/2021 16:00:00,237.0
3/11/2021 16:00:00,234.96
3/12/2021 16:00:00,234.01
3/15/2021 16:00:00,234.96
3/16/2021 16:00:00,236.28
3/17/2021 16:00:00,236.15
3/18/2021 16:00:00,232.56
3/19/2021 16:00:00,231.02
3/22/2021 16:00:00,230.27
3/23/2021 16:00:00,237.49
3/24/2021 16:00:00,237.85
3/25/2021 16:00:00,235.3
3/26/2021 16:00:00,231.55
3/29/2021 16:00:00,236.59
3/30/2021 16:00:00,233.53
3/31/2021 16:00:00,232.91
